"respondent_id","block","profile","price_all","washes_all","donations_all","emissions_all","choice","buy"
56,8,"21","€35","7 washes","no donations","carbon neutral",1,"Yes"
56,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
56,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
56,9,"28","€35","7 washes","2% donated","37 ktons",1,"Yes"
56,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
56,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
56,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
57,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
57,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
57,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
57,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
57,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
57,2,"15","€35","32 washes","no donations","37 ktons",1,"No"
57,3,"8","€100","57 washes","2% donated","72.6 ktons",1,"No"
57,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
57,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
57,4,"23","€100","57 washes","2% donated","37 ktons",1,"No"
57,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
57,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
57,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
57,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
57,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
57,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
57,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
57,6,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
57,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
57,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
57,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
57,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
57,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"No"
57,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
57,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
57,9,"6","€35","57 washes","no donations","72.6 ktons",1,"No"
57,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
57,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
57,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
57,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
58,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
58,1,"10","€165","57 washes","no donations","37 ktons",1,"Yes"
58,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
58,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
58,2,"14","€165","57 washes","2% donated","carbon neutral",1,"Yes"
58,2,"15","€35","32 washes","no donations","37 ktons",0,NA
58,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
58,3,"7","€165","32 washes","no donations","carbon neutral",1,"No"
58,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
58,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
58,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
58,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
58,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
58,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
58,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
58,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
58,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
58,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
58,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
58,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
58,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
58,8,"19","€100","57 washes","4.75% donated","72.6 ktons",1,"No"
58,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
58,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
58,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"No"
58,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
58,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
58,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
58,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
58,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
59,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
59,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
59,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
59,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
59,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
59,2,"15","€35","32 washes","no donations","37 ktons",1,"Yes"
59,3,"8","€100","57 washes","2% donated","72.6 ktons",1,"No"
59,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
59,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
59,4,"23","€100","57 washes","2% donated","37 ktons",0,NA
59,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
59,4,"24","€35","32 washes","no donations","72.6 ktons",1,"Yes"
59,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
59,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
59,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
59,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
59,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
59,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
59,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
59,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
59,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
59,8,"19","€100","57 washes","4.75% donated","72.6 ktons",1,"No"
59,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
59,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
59,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
59,9,"6","€35","57 washes","no donations","72.6 ktons",1,"Yes"
59,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
59,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
59,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
59,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
60,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
60,1,"10","€165","57 washes","no donations","37 ktons",0,NA
60,1,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
60,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
60,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
60,2,"15","€35","32 washes","no donations","37 ktons",1,"Yes"
60,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
60,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
60,3,"9","€35","7 washes","4.75% donated","37 ktons",1,"No"
60,4,"23","€100","57 washes","2% donated","37 ktons",0,NA
60,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
60,4,"24","€35","32 washes","no donations","72.6 ktons",1,"No"
60,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
60,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
60,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
60,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
60,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
60,6,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
60,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
60,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
60,7,"2","€35","32 washes","2% donated","carbon neutral",1,"No"
60,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
60,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
60,8,"21","€35","7 washes","no donations","carbon neutral",1,"Yes"
60,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
60,9,"6","€35","57 washes","no donations","72.6 ktons",1,"No"
60,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
60,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
60,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
60,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
61,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
61,1,"10","€165","57 washes","no donations","37 ktons",0,NA
61,1,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
61,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
61,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
61,2,"15","€35","32 washes","no donations","37 ktons",1,"No"
61,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
61,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
61,3,"9","€35","7 washes","4.75% donated","37 ktons",1,"Yes"
61,4,"23","€100","57 washes","2% donated","37 ktons",0,NA
61,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
61,4,"24","€35","32 washes","no donations","72.6 ktons",1,"No"
61,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
61,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
61,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
61,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
61,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
61,6,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
61,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
61,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
61,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
61,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
61,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
61,8,"21","€35","7 washes","no donations","carbon neutral",1,"Yes"
61,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
61,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
61,9,"28","€35","7 washes","2% donated","37 ktons",1,"Yes"
61,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
61,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
61,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
62,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
62,1,"10","€165","57 washes","no donations","37 ktons",1,"Yes"
62,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
62,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
62,2,"14","€165","57 washes","2% donated","carbon neutral",1,"Yes"
62,2,"15","€35","32 washes","no donations","37 ktons",0,NA
62,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
62,3,"7","€165","32 washes","no donations","carbon neutral",1,"Yes"
62,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
62,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
62,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
62,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
62,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
62,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
62,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
62,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
62,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
62,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
62,7,"1","€100","57 washes","no donations","72.6 ktons",1,"Yes"
62,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
62,7,"2","€35","32 washes","2% donated","carbon neutral",0,NA
62,8,"19","€100","57 washes","4.75% donated","72.6 ktons",1,"No"
62,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
62,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
62,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
62,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
62,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
62,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
62,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
62,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
63,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
63,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
63,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
63,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
63,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
63,2,"15","€35","32 washes","no donations","37 ktons",1,"No"
63,3,"8","€100","57 washes","2% donated","72.6 ktons",1,"No"
63,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
63,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
63,4,"23","€100","57 washes","2% donated","37 ktons",0,NA
63,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
63,4,"24","€35","32 washes","no donations","72.6 ktons",1,"No"
63,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
63,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
63,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
63,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
63,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
63,6,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
63,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
63,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
63,7,"2","€35","32 washes","2% donated","carbon neutral",1,"No"
63,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
63,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"No"
63,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
63,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
63,9,"6","€35","57 washes","no donations","72.6 ktons",1,"No"
63,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
63,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
63,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
63,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
64,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
64,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
64,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
64,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
64,2,"14","€165","57 washes","2% donated","carbon neutral",1,"Yes"
64,2,"15","€35","32 washes","no donations","37 ktons",0,NA
64,3,"8","€100","57 washes","2% donated","72.6 ktons",1,"Yes"
64,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
64,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
64,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
64,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
64,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
64,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
64,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
64,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
64,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
64,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
64,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
64,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
64,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
64,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
64,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
64,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
64,8,"21","€35","7 washes","no donations","carbon neutral",1,"No"
64,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
64,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
64,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
64,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
64,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
64,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
65,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
65,1,"10","€165","57 washes","no donations","37 ktons",0,NA
65,1,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"Yes"
65,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
65,2,"14","€165","57 washes","2% donated","carbon neutral",1,"No"
65,2,"15","€35","32 washes","no donations","37 ktons",0,NA
65,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
65,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
65,3,"9","€35","7 washes","4.75% donated","37 ktons",1,"Yes"
65,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
65,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
65,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
65,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
65,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
65,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
65,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
65,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
65,6,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"Yes"
65,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
65,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
65,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
65,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
65,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"Yes"
65,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
65,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
65,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
65,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
65,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
65,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
65,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
66,1,"5","€100","7 washes","2% donated","carbon neutral",1,"Yes"
66,1,"10","€165","57 washes","no donations","37 ktons",0,NA
66,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
66,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
66,2,"14","€165","57 washes","2% donated","carbon neutral",1,"Yes"
66,2,"15","€35","32 washes","no donations","37 ktons",0,NA
66,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
66,3,"7","€165","32 washes","no donations","carbon neutral",1,"Yes"
66,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
66,4,"23","€100","57 washes","2% donated","37 ktons",0,NA
66,4,"22","€165","7 washes","4.75% donated","carbon neutral",1,"Yes"
66,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
66,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
66,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
66,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
66,6,"18","€100","7 washes","no donations","carbon neutral",1,"No"
66,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
66,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
66,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
66,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
66,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
66,8,"19","€100","57 washes","4.75% donated","72.6 ktons",1,"Yes"
66,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
66,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
66,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
66,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
66,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
66,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
66,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
66,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
67,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
67,1,"10","€165","57 washes","no donations","37 ktons",0,NA
67,1,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
67,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
67,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
67,2,"15","€35","32 washes","no donations","37 ktons",1,"Yes"
67,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
67,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
67,3,"9","€35","7 washes","4.75% donated","37 ktons",1,"No"
67,4,"23","€100","57 washes","2% donated","37 ktons",1,"No"
67,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
67,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
67,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
67,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
67,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
67,6,"18","€100","7 washes","no donations","carbon neutral",1,"No"
67,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
67,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
67,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
67,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
67,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
67,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
67,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
67,8,"21","€35","7 washes","no donations","carbon neutral",1,"Yes"
67,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"No"
67,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
67,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
67,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
67,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
67,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
68,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
68,1,"10","€165","57 washes","no donations","37 ktons",0,NA
68,1,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
68,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
68,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
68,2,"15","€35","32 washes","no donations","37 ktons",1,"No"
68,3,"8","€100","57 washes","2% donated","72.6 ktons",1,"No"
68,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
68,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
68,4,"23","€100","57 washes","2% donated","37 ktons",0,NA
68,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
68,4,"24","€35","32 washes","no donations","72.6 ktons",1,"No"
68,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
68,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
68,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"No"
68,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
68,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
68,6,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
68,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
68,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
68,7,"2","€35","32 washes","2% donated","carbon neutral",1,"No"
68,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
68,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
68,8,"21","€35","7 washes","no donations","carbon neutral",1,"No"
68,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
68,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
68,9,"28","€35","7 washes","2% donated","37 ktons",1,"No"
68,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
68,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
68,10,"25","€35","57 washes","no donations","carbon neutral",1,"No"
69,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
69,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
69,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
69,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
69,2,"14","€165","57 washes","2% donated","carbon neutral",1,"No"
69,2,"15","€35","32 washes","no donations","37 ktons",0,NA
69,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
69,3,"7","€165","32 washes","no donations","carbon neutral",1,"No"
69,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
69,4,"23","€100","57 washes","2% donated","37 ktons",1,"No"
69,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
69,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
69,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
69,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
69,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
69,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
69,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
69,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
69,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
69,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
69,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
69,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
69,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"Yes"
69,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
69,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
69,9,"6","€35","57 washes","no donations","72.6 ktons",1,"Yes"
69,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
69,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
69,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
69,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
70,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
70,1,"10","€165","57 washes","no donations","37 ktons",0,NA
70,1,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
70,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
70,2,"14","€165","57 washes","2% donated","carbon neutral",1,"No"
70,2,"15","€35","32 washes","no donations","37 ktons",0,NA
70,3,"8","€100","57 washes","2% donated","72.6 ktons",1,"No"
70,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
70,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
70,4,"23","€100","57 washes","2% donated","37 ktons",1,"No"
70,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
70,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
70,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
70,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
70,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
70,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
70,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
70,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
70,7,"1","€100","57 washes","no donations","72.6 ktons",1,"No"
70,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
70,7,"2","€35","32 washes","2% donated","carbon neutral",0,NA
70,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
70,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"Yes"
70,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
